Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
8729,15907696,"Sachin kumar #2","2026-05-09 08:46:03",0.76794,2,sachinkrishna07
8730,15910995,"Manav Parmar","2026-05-09 14:14:25",0.76794,1,manavparmar24
8731,15911309,"[Deleted] f16d2dcf-8706-45c0-a788-897a144b8609","2026-05-09 14:46:57",0.76794,1,del=eb225edb52e6f6d2
8732,14930517,"Vivan Singh","2026-05-10 18:26:46",0.76794,5,vivansingh
8733,15911939,"Alexander Solevåg","2026-05-09 16:22:07",0.76794,2,alexandersolevg
8734,15912928,YannicSchnepf,"2026-05-09 18:17:13",0.76794,1,yannicschnepf
8735,15914701,jimegfd,"2026-05-10 01:05:20",0.76794,1,jimegfd
8736,15904933,huajiyibu,"2026-05-18 02:16:59",0.76794,10,huajiyibu
8737,15916427,Himan_aror_04,"2026-05-10 07:27:49",0.76794,3,himanaror041104
8738,15916501,"Saad Munir","2026-05-10 07:18:35",0.76794,1,smunir25
8739,14071313,"satsural tumurbat","2026-05-10 12:09:36",0.76794,3,satsuraltumurbat
8740,15016310,"Roman Gyzhov (demi-un)","2026-05-10 14:15:50",0.76794,2,romangyzhovdemiun
8741,5828384,"Ricky Cheng221","2026-05-11 03:17:35",0.76794,1,rickycheng221
8742,15925151,xie1034865101,"2026-05-12 01:16:03",0.76794,3,xie1034865101
8743,15925481,Qianhhh_Wang,"2026-05-11 08:08:34",0.76794,2,qianhhhwang
8744,15926247,umnkgyfp43283,"2026-05-11 09:25:18",0.76794,1,umnkgyfp43283
8745,15924684,"Kibria Hossen","2026-05-11 11:15:27",0.76794,8,kibriahossen
8746,15927192,"Aung Ko Ko","2026-05-11 11:14:21",0.76794,1,aungkokoo
8747,15850140,"Ankhchimeg Ganzorig","2026-05-11 13:39:43",0.76794,2,ankhchimegganzorig
8748,15850263,"Bilguun Otgonbayar","2026-05-18 11:21:39",0.76794,3,bilguunotgonbayar
8749,15850228,"Zolzaya Namdag","2026-05-11 13:56:00",0.76794,5,zolzayanamdag
8750,15045356,Louichamp,"2026-05-12 03:41:56",0.76794,24,louichamp
8751,15934724,"Muhammad Olimboyev","2026-05-12 05:12:35",0.76794,1,muhammadolimboyev
8752,11534366,HOTAPES,"2026-05-18 14:21:02",0.76794,6,hotapes
8753,15937073,"Dong Hanyuan","2026-05-12 14:39:34",0.76794,2,donghanyuan
8754,15939119,"Thathagari Nani Nikhil","2026-05-12 13:28:42",0.76794,1,thathagarinaninikhil
8755,15935320,flowingstarkitty,"2026-05-12 15:28:58",0.76794,5,zzb270946682
8756,15940250,Ezev3r,"2026-05-13 10:29:55",0.76794,4,ezev3r
8757,15940330,coffee_6ean,"2026-05-12 15:46:28",0.76794,1,coffee6ean
8758,14688250,"Chaithanya vodnala","2026-05-13 06:11:13",0.76794,1,chaithanyavodnala
8759,15945924,"Anand S Bhavik","2026-05-13 07:27:00",0.76794,2,anandsbhavik
8760,15946581,Kurisu_1122,"2026-05-13 08:48:16",0.76794,1,kurisu1122
8761,15016405,"Ayush Malik #3","2026-05-13 09:45:19",0.76794,1,ayushh6
8762,15950952,"Ansh Bire","2026-05-14 06:12:00",0.76794,3,howwilbert
8763,15939228,"Aicha Benali","2026-05-13 19:50:10",0.76794,3,aichabenali
8764,15952171,"Mohamed Essam 3112002","2026-05-13 22:14:48",0.76794,1,mohamedessam3112002
8765,15952298,"Ashokkumar Vairavan","2026-05-13 23:48:04",0.76794,2,ashokkumarvairavan
8766,15956493,AndyL123,"2026-05-14 03:18:30",0.76794,1,andyl123
8767,15945901,JEONGWOOYOUNG06,"2026-05-14 04:37:13",0.76794,2,jeongwooyoung06
8768,15963108,"Gursirat Sidhu","2026-05-14 06:52:04",0.76794,4,gursiratsidhu
8769,15964681,"Xianjie Yang","2026-05-14 08:46:05",0.76794,2,xianjieyang
8770,15975235,"handsome boys","2026-05-15 03:58:40",0.76794,20,pengyihong
8771,15976115,"Manjeet Gupta","2026-05-14 18:30:34",0.76794,1,manjeetlab
8772,15980151,Rui_fal,"2026-05-15 04:55:51",0.76794,1,ruifal
8773,15151193,"fayzulloh karimov","2026-05-15 06:02:03",0.76794,1,fayzullohkarimov
8774,15982105,柴田幸志郎,"2026-05-22 08:32:45",0.76794,3,shibatakoushirou
8775,13943181,"Phantom 29A","2026-05-15 09:29:55",0.76794,4,phantom29a
8776,15983037,"Aaref Sayyad","2026-05-15 09:29:09",0.76794,1,aarefsayyad
8777,15991945,zuiguiashu,"2026-05-17 08:12:25",0.76794,3,zuiguiashu
8778,15991865,tyyyyyyz,"2026-05-16 07:35:53",0.76794,3,tyyyyyyz
8779,15992668,AntiHexagon,"2026-05-16 08:30:29",0.76794,1,antihexagon
8780,15852707,"Alexey Suntsov","2026-05-16 15:17:02",0.76794,11,alexeysuntsov
8781,10265656,Chiaki800,"2026-05-18 02:11:28",0.76794,3,chiaki800
8782,15431691,DDRRAA,"2026-05-23 19:04:11",0.76794,4,ddrraa
8783,16000081,AJSTYLES_0007,"2026-05-17 06:32:54",0.76794,1,ajstyles0007
8784,13260087,SoheeSoSo,"2026-05-18 03:33:20",0.76794,5,soheesoso
8785,16005178,"Rishi Dave","2026-05-18 05:36:47",0.76794,6,daverishi
8786,16009704,"Isabella Clark","2026-05-18 10:05:24",0.76794,1,isabellaclark12
8787,16012184,"Alex Miller #3","2026-05-18 12:56:21",0.76794,4,amiller36
8788,13404675,KOC_Mengda,"2026-05-18 13:03:58",0.76794,2,kocmengda
8789,16015730,犬来八荒,"2026-05-18 16:46:50",0.76794,1,dogdogw
8790,16015786,"Ridhi Aggarwal","2026-05-18 16:55:58",0.76794,2,ridhiaggarwal
8791,16016744,"Marie Gache","2026-05-18 19:10:59",0.76794,1,mariegache
8792,16018757,"Joshua Schubert","2026-05-19 03:14:08",0.76794,3,joshuaschubert
8793,16019533,"Irda Chanthapho","2026-05-19 05:00:34",0.76794,1,irdachanthapho
8794,16021322,zayntang,"2026-05-19 07:50:59",0.76794,2,zayntang
8795,16021487,"Shao Shuying","2026-05-19 08:05:16",0.76794,1,shaoshuying
8796,16022863,"Rowşen Bazarow","2026-05-19 11:05:41",0.76794,1,rowenbazarow
8797,16024960,"Darshan Shet","2026-05-19 15:17:29",0.76794,1,darshanshet
8798,16025007,"egor a","2026-05-19 15:50:34",0.76794,3,egoregors
8799,16028587,KSaito_3110,"2026-05-20 01:22:16",0.76794,1,ksaito3110
8800,16018376,昂希堀井,"2026-05-20 03:50:04",0.76794,4,kokihorii
8801,14841542,Kkkkui,"2026-05-20 05:03:11",0.76794,1,kkkkui
8802,16029819,"Justin Tang","2026-05-20 06:40:52",0.76794,4,justin2009
8803,13320633,"Rui Gao","2026-05-20 06:38:01",0.76794,1,ruigaoblsd
8804,13725884,YEHA05,"2026-05-20 07:54:36",0.76794,3,yeha05
8805,16031010,BetaC0415,"2026-05-20 09:44:38",0.76794,6,betac0415
8806,16031859,"Karthikeyan #5","2026-05-20 10:54:37",0.76794,1,karthikeyan100
8807,16031351,"ANURAG ANAND #2","2026-05-20 11:04:02",0.76794,2,grizzly25564
8808,16033753,Tutter-bot,"2026-05-20 15:54:51",0.76794,2,tutterbot
8809,16035657,DimaPlay_Uz,"2026-05-20 18:07:05",0.76794,3,dimaplayuz
8810,16035742,wangxinyiwangxinyi,"2026-05-20 18:02:07",0.76794,3,wangxinyiwangxinyi
8811,15699650,"Kerim Kerimov","2026-05-21 14:48:23",0.76794,8,kerimkerimov
8812,16036802,"Daniil Volkov #2","2026-05-20 21:18:16",0.76794,1,lpjakewolfskin
8813,16037053,"Lucy Le","2026-05-20 23:00:34",0.76794,8,lucyle1611
8814,16037564,"Justine Jiby","2026-05-21 01:13:07",0.76794,1,justinejiby
8815,16039390,"Antonio Ferrer","2026-05-21 06:09:54",0.76794,1,antonioferrer
8816,15563182,"Kengo Hamanaka","2026-05-21 06:37:49",0.76794,2,kengohamanaka
8817,15981961,"Trae Yi","2026-05-21 08:00:05",0.76794,3,traeeeon
8818,14439257,lzq2242,"2026-05-21 09:01:58",0.76794,3,lzq2242
8819,16036871,"Richard Sengkey","2026-05-21 09:32:14",0.76794,2,richardsengkey
8820,16041469,hetaao,"2026-05-21 11:23:24",0.76794,2,hetaao
8821,16041919,zhishiguangqiu,"2026-05-22 04:24:01",0.76794,2,zhishiguangqiu
8822,14443588,linlearn,"2026-05-21 12:50:37",0.76794,3,linlearn
8823,16042495,"Ben Flanagan","2026-05-22 00:32:00",0.76794,4,benflanagan
8824,16043815,"Pravin Kumar Sekar","2026-05-21 17:07:54",0.76794,1,pravinkumarsekar
8825,16046066,"Matheesha Shehan","2026-05-22 02:36:59",0.76794,1,matheeshashehan
8826,16046130,"enoch ann","2026-05-22 06:52:53",0.76794,3,enochann
8827,16046668,sumihirohiko,"2026-05-22 04:25:42",0.76794,1,sumihirohiko
8828,16046787,"Nithesh Cheyyar Ravi","2026-05-22 04:52:01",0.76794,1,nitheshcheyyarravi
8829,16047451,Studentic06,"2026-05-22 08:25:11",0.76794,2,studentic06
8830,16047544,"Shuvam Satapathi","2026-05-22 07:09:02",0.76794,5,shuvamsatapathi
8831,16047667,"Jean Youakim","2026-05-22 07:05:43",0.76794,1,jeanyouakim
8832,14440304,オロゴン,"2026-05-22 08:00:37",0.76794,1,kei1277
8833,16050005,"Belva Ghani Abhinaya","2026-05-22 15:52:14",0.76794,3,staphlerr
8834,16030582,"Samar Tandon","2026-05-22 16:53:29",0.76794,6,samart123
8835,16057430,EricHuang799,"2026-05-23 15:44:36",0.76794,2,erichuang799
8836,13227482,yuuuki1111,"2026-05-24 06:54:06",0.76794,5,yuuuki1111
8837,16064366,"Nathan Verbeken","2026-05-24 16:12:12",0.76794,6,nathanverbeken
8838,16066791,"Afanasev Michael","2026-05-24 22:21:55",0.76794,1,mr7zex
8839,16067780,eemmoo0,"2026-05-25 02:28:00",0.76794,1,eemmoo0
8840,16030356,Xixi_Lin14926,"2026-05-25 08:55:45",0.76794,9,xixilin14926
8841,15261326,"Bashar Khoujah","2026-05-25 09:08:09",0.76794,2,basharkhoujah
8842,16076704,"Bulat Gabitovv","2026-05-25 20:59:12",0.76794,1,bulatgabitovv
8843,16076796,"Subhodeep Ash","2026-05-26 19:43:25",0.76794,2,dinokiller607
8844,16076980,"Sara Concejal Walsh","2026-05-25 22:32:13",0.76794,2,saratustra
8845,16077420,"Sunghyuk Robert Lee","2026-05-26 07:51:42",0.76794,3,sunghyukrobertlee
8846,16084237,"Aarohi Vanjare","2026-05-26 13:27:19",0.76794,1,aarohivanjare
8847,16074113,"Chen #12","2026-05-26 13:39:21",0.76794,3,a007delta
8848,16084343,"Dante Montano","2026-05-26 13:42:54",0.76794,1,dantemontano
8849,16084816,"Mr. Architect","2026-05-26 16:08:20",0.76794,2,vietnguyen130593
8850,16085139,"vijendra pokharkar","2026-05-26 15:33:44",0.76794,2,vijendrapokharkar
8851,15941237,"Oscar Leonardo Cruz Naranjo","2026-05-26 17:08:44",0.76794,5,leonardocruz17
8852,16086716,"Milan Kohli","2026-05-26 20:45:45",0.76794,1,milankohli
8853,16087701,"Saxon Allen","2026-05-27 01:37:11",0.76794,1,saxonallen
8854,16087881,"Cassidie Plourde","2026-05-27 02:17:18",0.76794,1,cassidieplourde
8855,16089803,TANG53,"2026-05-27 08:13:19",0.76794,2,tang53
8856,16091674,k2summit,"2026-05-27 10:39:49",0.76794,1,k2summit
8857,16091960,"Nguyễn Việt Đức","2026-05-27 11:22:22",0.76794,3,fuyu1304
8858,15811265,"Andrew #53","2026-05-28 07:55:18",0.76794,3,andrew727
8859,15524812,Lysander33,"2026-05-27 14:55:00",0.76794,1,lysander33
8860,16093905,Zc0xequals1,"2026-05-27 15:41:31",0.76794,1,zc0xequals1
8861,16093197,WE2424,"2026-05-28 06:54:17",0.76794,4,we2424
8862,15766007,yici1131,"2026-05-27 16:25:09",0.76794,3,yici1131
8863,16089704,"Jed Hubert","2026-05-27 16:55:54",0.76794,3,jedhubert
8864,16084502,"oh dong1805","2026-05-28 00:41:50",0.76794,2,ohdong1805
8865,16038287,trucnguyen22,"2026-05-28 03:22:37",0.76794,3,trucnguyen22
8866,16097722,tejassnaikk,"2026-05-28 05:36:41",0.76794,1,tejassnaikk
8867,16099373,"Nayan Kaushik","2026-05-28 17:51:52",0.76794,7,nayankaushik
8868,16100907,"allen yuan","2026-05-28 13:29:11",0.76794,3,allenyuan9038074
8869,16101102,"Тимофей Карягин","2026-05-28 14:26:16",0.76794,6,futuo20
8870,16104491,"Junyong Moon","2026-05-28 22:57:56",0.76794,2,junyongmoon
8871,16045548,前田美羽,"2026-05-29 00:59:47",0.76794,5,biwamimi88
8872,16105253,"Juan Velazquez","2026-05-29 02:09:57",0.76794,1,juanvlzqztec
8873,16105809,IshaanSingla04,"2026-05-29 03:03:51",0.76794,1,ishaansingla04
8874,16110515,"Michał Zaremba-Śmietański","2026-05-29 12:41:11",0.76794,3,michalzarsm
8875,16111203,Aayushxayx,"2026-05-29 13:37:05",0.76794,1,aayushxayx
8876,16109100,J5A0NFE,"2026-05-30 16:59:23",0.76794,19,j5a0nfe
8877,16060449,MLCoder90,"2026-05-31 12:29:32",0.76794,6,mlcoder90
8878,14966380,Minhgt,"2026-05-29 15:53:04",0.76794,1,minhgt
8879,16112711,"Ryoji Kosugi","2026-05-29 18:31:11",0.76794,5,ryojikosugi
8880,16114650,mshah31,"2026-05-29 21:49:04",0.76794,1,mshah31
8881,16116081,jjw1210,"2026-05-30 03:42:31",0.76794,1,jjw1210
8882,16118529,sakamoto60,"2026-05-30 11:36:50",0.76794,2,sakamoto60
8883,16119615,吉岡天紀,"2026-05-30 13:13:53",0.76794,10,kyathy
8884,16119957,"Quinn Wangerin","2026-05-31 11:46:19",0.76794,3,quinnwangerin
8885,16126626,"Ayla Abdulsater","2026-05-30 23:24:16",0.76794,1,aylaabdulsater
8886,16132373,"alisina kalali","2026-05-31 11:52:23",0.76794,1,alisinakalali
8887,16132985,"Kevin Zheng411","2026-05-31 13:01:53",0.76794,1,kevinzheng411
8888,16134578,"Kartik Gupta #8","2026-05-31 16:09:55",0.76794,4,kartikgupta98
8889,16135734,"Ben #5","2026-05-31 17:48:40",0.76794,1,benhaslam
8890,16135791,"Віта Арбайтер","2026-05-31 17:57:41",0.76794,2,vitaarbaiter21
8891,16138307,张殿举,"2026-06-01 03:48:02",0.76794,7,zhangdianju
8892,16140860,"Gnit Ipu","2026-06-01 06:41:52",0.76794,1,gnitipu
8893,16039770,byd2001,"2026-06-01 08:13:35",0.76794,5,byd2001
8894,16143433,"Divya Gupta #4","2026-06-01 10:32:37",0.76794,2,divyxgupta
8895,16081826,moula2618,"2026-06-01 10:35:07",0.76794,6,moula2618
8896,16099585,kazu-automation,"2026-06-01 11:28:12",0.76794,4,kazuautomation
8897,16145229,"Sonu Kumar #6","2026-06-01 13:15:05",0.76794,1,ssonukumar
8898,16145718,"Samar Saleh","2026-06-01 13:51:54",0.76794,1,samarsaleh20
8899,16147073,"Swapnil Pramanik","2026-06-01 15:56:07",0.76794,3,swapnilpramanik
8900,15258599,"Nuzhat Binte Nazim","2026-06-01 18:14:16",0.76794,2,nuzhatbintenazim
8901,16152505,"raja shekhar reddy 227","2026-06-02 04:26:21",0.76794,2,rajashekharreddy227
8902,16155054,"Rush Hoffinger","2026-06-02 08:16:58",0.76794,1,rushhoffinger
8903,15544845,loaf24,"2026-04-03 08:11:29",0.76555,2,loaf24
8904,5432935,kagemeka,"2026-06-02 01:11:27",0.76555,120,kagemeka
8905,14481003,tnskgl,"2026-06-02 01:11:29",0.76555,120,tnskgl
8906,15547190,"Ayesha Arshad","2026-04-06 19:15:51",0.76555,3,aishimuskan
8907,15547121,theHeroX,"2026-04-03 23:04:03",0.76555,5,theherox
8908,14316468,"Leonardo Santos #2","2026-04-04 01:48:01",0.76555,1,leonardoalmeida1997
8909,15551957,BaekInchul,"2026-04-04 04:18:13",0.76555,2,baekinchul
8910,15552281,hwangran,"2026-04-04 05:31:55",0.76555,1,hwangran
8911,15552668,LittleDinoC,"2026-04-04 06:56:20",0.76555,1,littledinoc
8912,15355595,HARIHARAN24S,"2026-06-02 07:13:14",0.76555,62,hariharan24s
8913,15355587,"BALADURGA G","2026-06-02 07:14:19",0.76555,62,baladurgag24
8914,15553146,sunyuwei1223,"2026-04-04 08:31:45",0.76555,1,sunyuwei1223
8915,15553455,"Cameron Gibson","2026-04-04 09:44:25",0.76555,2,kixune
8916,15554064,"Thanissawan Himma","2026-04-04 11:45:44",0.76555,1,thanissawanhimma
8917,15554578,"Nicolás Colli","2026-04-06 20:38:10",0.76555,5,nicolscolli
8918,15555477,"Renhao Tan","2026-04-04 17:07:47",0.76555,1,renhaotan
8919,15556460,"Harrison Wolfe","2026-04-04 23:04:42",0.76555,1,harrisonwolfe
8920,15556933,optimist01235,"2026-04-05 02:41:08",0.76555,1,optimist01235
8921,15557102,EmmaJSJF,"2026-04-05 03:32:48",0.76555,2,emmajsjf
8922,15557542,"Nicholas Darren Chandra","2026-04-12 06:50:54",0.76555,3,alkiryu
8923,15557543,yosedie,"2026-04-05 05:27:03",0.76555,1,lunatictrancer
8924,15558221,"Oliver #12","2026-04-05 09:10:32",0.76555,1,jian2667804531
8925,15558608,JacoWyj,"2026-04-05 09:25:47",0.76555,1,jacowyj
8926,15557758,Wu-panda,"2026-04-05 09:40:09",0.76555,3,wupanda
8927,15558749,"Sahan Wa","2026-04-05 10:02:05",0.76555,1,sahanwa
8928,15558832,"Fagner Oliv30","2026-04-05 10:25:43",0.76555,1,fagneroliv30
8929,15559217,"RAMADEVI G","2026-04-05 12:18:02",0.76555,1,skeletonsoul001
8930,15559585,"Ifthequar Ali","2026-04-06 21:05:28",0.76555,4,ifthequarali
8931,11722955,"Evan #14","2026-04-05 14:37:48",0.76555,2,evanwwx
8932,15560044,"Naomi Erica","2026-04-05 15:38:16",0.76555,3,naomierica06
8933,15560109,naomiierica,"2026-04-05 15:42:06",0.76555,2,naomiierica
8934,15560128,Naomierica01,"2026-04-12 16:06:21",0.76555,3,naomierica01
8935,15560346,"Arka #3","2026-04-05 16:34:05",0.76555,1,crazyspartan
8936,11752817,"Marie-Lou Barnaud","2026-04-05 18:04:41",0.76555,2,marieloubarnaud
8937,15557729,"Sachin Yadav #4","2026-04-05 18:49:51",0.76555,2,sachinkryadav123
8938,15561515,"Annaka Bruner","2026-04-05 22:17:39",0.76555,1,annakabruner
8939,15539617,"Raja Capybara Yang Berbudi Luhur","2026-04-06 02:31:46",0.76555,1,rajacapybara
8940,15140914,Ryan_rqh,"2026-04-06 08:43:34",0.76555,2,ryanrqh
8941,15564707,"Pranjal Dangwal","2026-04-25 06:09:45",0.76555,4,pranjaldangwal
8942,15564872,imyangzhijie,"2026-04-06 12:20:32",0.76555,4,imyangzhijie
8943,15566743,"Fiona J L","2026-04-06 18:30:44",0.76555,1,fionajl
8944,15566905,HarshalVPrime,"2026-04-06 19:04:43",0.76555,1,harshalvprime
8945,15567187,"Bhishant Sharma","2026-04-06 20:16:44",0.76555,1,bhishant
8946,15567071,Andrade$$$-1,"2026-04-06 20:56:37",0.76555,3,andrade1
8947,15567367,"Certified Boss","2026-04-08 20:22:13",0.76555,6,certifiedboss
8948,10683930,nakayamayk1006,"2026-04-10 02:52:23",0.76555,2,nakayamayk1006
8949,15569452,Chatchapol123,"2026-04-07 07:35:54",0.76555,1,chatchapol123
8950,15569866,chenjing,"2026-04-07 08:59:40",0.76555,2,chenjing10
8951,15569873,IEEM26_111034062,"2026-04-07 08:45:31",0.76555,1,ieem26111034062
8952,15570973,zenglingzhu,"2026-04-08 05:06:15",0.76555,2,"qwvian,zenglingzhu"
8953,15571945,Nurmansyahhhhhh,"2026-04-07 15:04:45",0.76555,1,nurmansyahhhhhh
8954,15572914,"Timothy Ferr","2026-04-07 18:15:04",0.76555,1,timothyferr
8955,15572888,"Abby Hall","2026-04-07 18:15:06",0.76555,2,abbyhall1
8956,15572886,"Katherine Thomas","2026-04-07 18:15:33",0.76555,2,kthomas934
8957,15541254,"Teddy Abbate","2026-04-21 18:51:56",0.76555,8,teddyabbate
8958,1843177,"Neo Bui","2026-04-21 18:52:57",0.76555,4,neobui
8959,15573306,"[Deleted] 5d7b231f-595f-451f-a706-baa88f207635","2026-04-07 19:30:37",0.76555,1,del=bb7897c214b2d1db
8960,7251469,"Addison Howard","2026-04-08 19:00:49",0.76555,9,addisonhoward
8961,15573504,"Laharika Mamidi","2026-04-07 21:47:28",0.76555,3,laharikamamidi
8962,15573780,"Ítalo Cassimiro","2026-04-07 22:50:20",0.76555,1,talocassimiro
8963,15573788,skzhprvt,"2026-04-07 22:54:51",0.76555,1,skzhprvt
8964,13123061,覃幕22382124,"2026-04-08 01:34:27",0.76555,4,qm22382124
8965,9529880,AndrewWt,"2026-04-08 05:54:04",0.76555,4,antflying
8966,15575097,"Lê Bảo Phúc","2026-04-08 05:23:26",0.76555,1,lbophc
8967,15575435,diegolaio,"2026-04-08 08:33:45",0.76555,6,diegolaio
8968,15575867,AmV,"2026-04-08 08:05:27",0.76555,3,amandavaarmann
8969,15576428,"Hashim Hazman","2026-04-08 09:34:00",0.76555,1,hashimhazman
8970,12797338,"YASUDA KAZUMASA","2026-04-08 10:21:34",0.76555,1,yasudakazumasa
8971,15576934,"Georges Co","2026-04-08 11:10:48",0.76555,1,georgesco
8972,15578410,"Dark Shadow","2026-04-08 18:43:52",0.76555,5,olympem
8973,15579437,hermag,"2026-04-08 19:37:14",0.76555,1,hermag
8974,15579479,"Whitney Dahle","2026-04-08 19:46:44",0.76555,1,whitneydahle
8975,15579706,"Mxolisi Warren","2026-04-08 21:02:04",0.76555,1,mxolisiwarren
8976,15581530,Nondisclosure12,"2026-04-09 04:25:06",0.76555,2,nondisclosure12
8977,15582909,"Sara Manzoor","2026-04-09 08:36:19",0.76555,1,sara765
8978,15584234,elecss078,"2026-04-14 12:02:27",0.76555,2,elecss078
8979,15584292,"[Deleted] 66655090-94fa-4c97-96af-1b7015a4ce5a","2026-04-09 13:02:49",0.76555,2,del=07f50e15db1b459f
8980,15584881,Thalin19,"2026-04-09 14:37:07",0.76555,1,thalin19
8981,15551529,"Hazim Zaidi","2026-04-09 15:08:06",0.76555,1,hazimzaidi
8982,15586338,"Grace Shan","2026-04-09 19:31:39",0.76555,1,graaceshan
8983,14265214,"Қуандықов Жанали","2026-04-09 20:35:07",0.76555,5,zhanali
8984,15586828,"Chloe DeGroff","2026-04-09 22:32:36",0.76555,1,chloedegroff
8985,15587154,chunghyun3,"2026-04-10 00:32:42",0.76555,1,chunghyun3
8986,15587161,gyeom101010,"2026-04-10 00:42:47",0.76555,2,gyeom101010
8987,15587164,chunghyun6974,"2026-04-10 00:32:44",0.76555,1,chunghyun6974
8988,15587167,dhdbstjr20919,"2026-04-10 00:32:47",0.76555,1,dhdbstjr20919
8989,15587174,21006김시아,"2026-04-10 00:43:01",0.76555,2,siakimkimkim
8990,15588881,DARISIAM,"2026-04-10 06:56:56",0.76555,1,darisiam
8991,15589975,"Aditya Anavkar","2026-04-10 11:04:13",0.76555,3,adityaanavkar
8992,15590866,"Kevin #54","2026-04-11 06:03:28",0.76555,2,kevinsj
8993,15591039,"Junseo O","2026-04-10 15:05:22",0.76555,2,junseoo
8994,15593207,"Vladimir Murillo","2026-04-10 22:31:51",0.76555,1,vladimirmurillo
8995,15594266,"Brian Le #3","2026-04-11 04:17:34",0.76555,1,brianbinhle
8996,15595042,kazu0804,"2026-04-11 06:27:33",0.76555,1,kazu0804
8997,15595157,zRinale,"2026-04-11 06:50:39",0.76555,1,zrinale
8998,15595440,moumou,"2026-04-11 07:26:11",0.76555,1,moumoumr
8999,15595873,xyzhang90,"2026-05-08 09:34:21",0.76555,2,xyzhang90
9000,15596039,HungHoward,"2026-04-11 09:20:20",0.76555,1,hunghoward
9001,15596328,tyk8221,"2026-04-11 10:09:52",0.76555,1,tyk8221
9002,9506928,"Dharmik Patel","2026-04-13 04:48:35",0.76555,10,dharmikpatel22
9003,15596514,"Harsh Rastogi #2","2026-04-30 12:37:54",0.76555,8,harshrastogii
9004,15596767,"Aline Pinheiro Dias","2026-04-11 11:27:13",0.76555,1,alinepinheirodias
9005,15597850,pnz99,"2026-04-11 15:43:01",0.76555,2,xxxshotawatanabexxx
9006,15598444,mituki.w,"2026-04-11 17:12:21",0.76555,2,mitukiw
9007,15598718,kailash_2467,"2026-04-11 17:49:31",0.76555,1,kailash2467
9008,15598803,"MATHEUS SOARES","2026-04-11 18:11:29",0.76555,3,matheussoaresxd
9009,15600209,佐藤大樹,"2026-04-12 02:49:31",0.76555,1,sdaiki0917
9010,15600286,"Zachary Gilbert","2026-04-12 03:29:29",0.76555,2,gilberzj
9011,15600126,"hisaaki isaji","2026-04-12 03:34:48",0.76555,5,hisaakiisaji
9012,15444757,"Andrew Bocanegra","2026-04-12 04:29:03",0.76555,1,andrewbocanegra
9013,15601122,Ariaay,"2026-04-12 06:58:50",0.76555,1,ariaay
9014,15601542,"De Kulai","2026-04-12 08:37:42",0.76555,1,dekulai
9015,15601722,"Asy Mortenson","2026-04-12 09:17:20",0.76555,1,asymortenson
9016,15601849,"Daero Choi","2026-04-12 13:08:05",0.76555,2,daerochoi
9017,15491902,"Zelia Wu","2026-04-12 11:17:20",0.76555,1,zeliawu
9018,15603798,"umang var","2026-04-12 15:52:21",0.76555,1,umangvar
9019,15604238,"yerin park #2","2026-04-12 17:35:00",0.76555,2,pyerin
9020,15605365,m6500v,"2026-04-12 23:35:55",0.76555,1,m6500v
9021,15606062,Dyhhahah,"2026-04-20 03:16:27",0.76555,4,dyhhahaha
9022,12471526,Tswatery,"2026-04-13 06:07:13",0.76555,1,tswatery
9023,15607677,"Ali AbdElrahman","2026-04-13 08:36:19",0.76555,2,aliabduelrahman
9024,15608142,"Janesh Singla","2026-04-13 10:03:53",0.76555,2,janeshsingla
9025,15524530,ZhangYun,"2026-04-14 09:20:41",0.76555,6,cqzhangy
9026,15610263,"Muhammed ameen","2026-04-13 16:22:29",0.76555,2,muhammedameen1234
9027,15610979,Chaitra008,"2026-04-13 18:42:00",0.76555,3,chaitra008
9028,15611200,"Makenna Whitmer","2026-04-13 19:39:44",0.76555,1,makennawhitmer
9029,15611342,"Marcus Clifford","2026-04-13 20:46:58",0.76555,2,mrmarcus
9030,15611508,AlexVasilyev23,"2026-04-13 21:23:46",0.76555,1,alexvasilyev23
9031,13570438,"Sergio Resnauer","2026-05-29 11:52:13",0.76555,11,sresnauer
9032,15611866,yuukiclimber,"2026-04-13 23:45:19",0.76555,1,yuukiclimber
9033,15612076,"Jacob Walker","2026-04-14 01:02:30",0.76555,1,jacobwalker1
9034,15612304,anton_gongdo,"2026-04-14 02:18:06",0.76555,1,antongongdo
9035,15612306,"olivia #3","2026-04-14 02:18:13",0.76555,1,olivia521
9036,15612307,Parkminho,"2026-04-14 02:18:29",0.76555,1,parkminho3
9037,15612314,mks22222,"2026-04-14 02:21:23",0.76555,1,mks22222
9038,15612315,J00N_Q,"2026-04-14 02:21:24",0.76555,1,j00n99
9039,15612316,zeenee,"2026-04-14 02:21:28",0.76555,1,owojini
9040,15612317,searain1110,"2026-04-14 02:21:40",0.76555,1,searain1110
9041,15612320,qweweras,"2026-04-14 02:22:30",0.76555,1,qweweras
9042,15612321,gonatae2,"2026-04-14 02:23:08",0.76555,1,gonatae2
9043,15612323,LeeSangMin,"2026-04-14 02:23:44",0.76555,1,tkdals730
9044,15371863,"Mary Aksa01","2026-04-14 03:10:07",0.76555,2,maryaksa01
9045,15612596,"[Deleted] 2274416c-3982-4082-935b-43a3f367b956","2026-04-14 04:33:14",0.76555,4,del=1e1a998ef7367ca0
